         time                    omegax                   omegay                   omegaz                     bix                      biy                      biz                      bjx                      bjy                      bjz                      bkx                      bky                      bkz
 8.100000000000001e-01    9.782834555161011e-01   -1.008671627095899e+00    3.141592653589793e+02   -1.439213516564021e-02   -2.657911182943762e-02    9.995431042524441e-01    6.443092078771375e-01   -7.646851597941189e-01   -1.105671893624524e-02    7.646296561663520e-01    6.438556959482210e-01    2.813061866772962e-02
 8.200000000000001e-01   -1.074593628937637e+00    1.005912164823571e+00    3.141592653589793e+02    6.716497513085315e-03    2.004857171195360e-02   -9.997764467281341e-01   -6.521243570597096e-01    7.580347958893313e-01    1.081994217674866e-02    7.580822591180721e-01    6.519059004130201e-01    1.816550075893951e-02
 8.300000000000001e-01    1.170208388099381e+00   -9.938945089247363e-01    3.141592653589793e+02    8.334425639294363e-04   -1.348248828389465e-02    9.999087597786201e-01    6.605927804861814e-01   -7.506685539049065e-01   -1.067241987789722e-02    7.507439535167378e-01    6.605414027053765e-01    8.280795298980716e-03
 8.400000000000001e-01   -1.264228241691324e+00    9.727196764898119e-01    3.141592653589793e+02   -8.181986687629390e-03    6.937725479867599e-03   -9.999424598734885e-01   -6.696828728796156e-01    7.425710852659919e-01    1.063170243936210e-02    7.426021174656278e-01    6.697313276919825e-01   -1.429630803794441e-03
 8.500000000000001e-01    1.355766049501160e+00   -9.425754395426135e-01    3.141592653589793e+02    1.525695472771227e-02   -4.732457402666008e-04    9.998834938980259e-01    6.793543108014067e-01   -7.337322020145728e-01   -1.071336177526218e-02    7.336517877895733e-01    6.794386151561804e-01   -1.087301745483532e-02
 8.600000000000001e-01   -1.443955569079088e+00    9.037350466687846e-01    3.141592653589793e+02   -2.199078385449260e-02   -5.850214816629454e-03   -9.997410566796102e-01   -6.895586397919953e-01    7.241473674507195e-01    1.093034768488164e-02    7.238959094458959e-01    6.896204501034247e-01   -1.995863440802221e-02
 8.700000000000001e-01    1.527959896224168e+00   -8.565550903197899e-01    3.141592653589793e+02    2.832155272210542e-02    1.197055926874162e-02    9.995271859039074e-01    7.002400253626828e-01   -7.138181757988923e-01   -1.129242123205586e-02    7.133454959066194e-01    7.002287609131880e-01   -2.859870382601693e-02
 8.800000000000001e-01   -1.606979708307180e+00    8.014725232957122e-01    3.141592653589793e+02   -3.419390397200320e-02   -1.782483470383051e-02   -9.992562495164605e-01   -7.113361548491487e-01    7.027528018658670e-01    1.180568812625963e-02    7.020196946911971e-01    7.112107808080258e-01   -3.670931120229759e-02
 8.900000000000001e-01    1.680261218227545e+00   -7.390008384373495e-01    3.141592653589793e+02    3.955984035649002e-02    2.334982903897581e-02    9.989443450531041e-01    7.227792721475104e-01   -6.909664005505043e-01   -1.247225168900048e-02    6.899457535078996e-01    7.225096669209812e-01   -4.421129293524367e-02
 9.000000000000000e-01   -1.747103746994759e+00    6.697254365228841e-01    3.141592653589793e+02   -4.437937285552903e-02   -2.848275583738761e-02   -9.986086339921162e-01   -7.344973227846312e-01    6.784814357819909e-01    1.329000072913737e-02    6.771588839303654e-01    7.340651700763902e-01   -5.103108852243143e-02
