         time                     bimag                    bjmag                    bkmag                    bibj                     bkbi                     bjbk                     epum
 1.170000000000000e+00    9.999999999991963e-01    9.999999999986549e-01    1.000000000000579e+00   -2.317937508600210e-13   -1.011690731189674e-13   -1.778785452266618e-14    1.543404844353966e+03
 1.180000000000000e+00    9.999999999991908e-01    9.999999999986466e-01    1.000000000000578e+00   -2.329525461419735e-13    1.075944888739855e-13    8.481496754919604e-15    1.543404844353966e+03
 1.190000000000000e+00    9.999999999991838e-01    9.999999999986404e-01    1.000000000000578e+00   -2.340627691665986e-13   -1.140199046290036e-13   -4.544975507059235e-16    1.543404844353966e+03
 1.200000000000000e+00    9.999999999991782e-01    9.999999999986344e-01    1.000000000000576e+00   -2.349231920106831e-13    1.203481758693670e-13   -6.130512764102036e-15    1.543404844353967e+03
 1.210000000000000e+00    9.999999999991733e-01    9.999999999986289e-01    1.000000000000574e+00   -2.366370988049482e-13   -1.263017468389194e-13    1.217732512048819e-14    1.543404844353967e+03
 1.220000000000000e+00    9.999999999991667e-01    9.999999999986214e-01    1.000000000000575e+00   -2.378444663442281e-13    1.319638842645077e-13   -1.471132243802131e-14    1.543404844353967e+03
 1.230000000000000e+00    9.999999999991613e-01    9.999999999986132e-01    1.000000000000573e+00   -2.393502063213759e-13   -1.374039770851709e-13    1.723187564861561e-14    1.543404844353967e+03
 1.240000000000000e+00    9.999999999991560e-01    9.999999999986066e-01    1.000000000000573e+00   -2.403008347862112e-13    1.420391582129810e-13   -1.906417732011612e-14    1.543404844353967e+03
 1.250000000000000e+00    9.999999999991488e-01    9.999999999986008e-01    1.000000000000572e+00   -2.414873856437794e-13   -1.458000387088987e-13    1.856891376772474e-14    1.543404844353967e+03
 1.260000000000000e+00    9.999999999991427e-01    9.999999999985941e-01    1.000000000000570e+00   -2.414700384090196e-13    1.487837630875788e-13   -1.802811372408897e-14    1.543404844353967e+03
 1.270000000000000e+00    9.999999999991360e-01    9.999999999985871e-01    1.000000000000570e+00   -2.421743361402662e-13   -1.514066649832557e-13    1.744177718920881e-14    1.543404844353967e+03
 1.280000000000000e+00    9.999999999991296e-01    9.999999999985795e-01    1.000000000000570e+00   -2.406408405875027e-13    1.528221993396528e-13   -1.675439301185300e-14    1.543404844353967e+03
 1.290000000000000e+00    9.999999999991234e-01    9.999999999985730e-01    1.000000000000570e+00   -2.424553613433744e-13   -1.537658889105842e-13    1.501793481240021e-14    1.543404844353967e+03
 1.300000000000000e+00    9.999999999991150e-01    9.999999999985667e-01    1.000000000000570e+00   -2.416435107566173e-13    1.535993554568904e-13   -1.435310204023210e-14    1.543404844353967e+03
 1.310000000000000e+00    9.999999999991075e-01    9.999999999985603e-01    1.000000000000572e+00   -2.425212808354615e-13   -1.531275106714247e-13    1.278621306055605e-14    1.543404844353967e+03
 1.320000000000000e+00    9.999999999991002e-01    9.999999999985522e-01    1.000000000000573e+00   -2.430555756660624e-13    1.513789094076401e-13   -1.184729397918360e-14    1.543404844353967e+03
 1.330000000000000e+00    9.999999999990932e-01    9.999999999985457e-01    1.000000000000573e+00   -2.431041479233897e-13   -1.484229406045756e-13    1.187851900175119e-14    1.543404844353967e+03
 1.340000000000000e+00    9.999999999990854e-01    9.999999999985386e-01    1.000000000000573e+00   -2.426184253501162e-13    1.440375596573062e-13   -1.273677344149071e-14    1.543404844353967e+03
 1.350000000000000e+00    9.999999999990796e-01    9.999999999985315e-01    1.000000000000573e+00   -2.421569889055064e-13   -1.386668557756821e-13    1.451790077044990e-14    1.543404844353967e+03
 1.360000000000000e+00    9.999999999990727e-01    9.999999999985225e-01    1.000000000000574e+00   -2.417337163773681e-13    1.325745069280515e-13   -1.642956604097634e-14    1.543404844353967e+03
 1.370000000000000e+00    9.999999999990627e-01    9.999999999985166e-01    1.000000000000575e+00   -2.424623002372783e-13   -1.251915238142942e-13    2.186402101034268e-14    1.543404844353967e+03
 1.380000000000000e+00    9.999999999990548e-01    9.999999999985102e-01    1.000000000000575e+00   -2.424935252598459e-13    1.167260732515274e-13   -2.813548005686783e-14    1.543404844353967e+03
 1.390000000000000e+00    9.999999999990484e-01    9.999999999985043e-01    1.000000000000577e+00   -2.423027056774885e-13   -1.074140776324839e-13    3.602500242561035e-14    1.543404844353967e+03
 1.400000000000000e+00    9.999999999990415e-01    9.999999999984970e-01    1.000000000000577e+00   -2.418620859145904e-13    9.639511411307922e-14   -4.581101123446452e-14    1.543404844353966e+03
 1.410000000000000e+00    9.999999999990338e-01    9.999999999984899e-01    1.000000000000579e+00   -2.419210665127736e-13   -8.487655023259322e-14    5.558270857464187e-14    1.543404844353966e+03
 1.420000000000000e+00    9.999999999990279e-01    9.999999999984833e-01    1.000000000000579e+00   -2.430590451130143e-13    7.251144129583054e-14   -6.883881485675314e-14    1.543404844353966e+03
 1.430000000000000e+00    9.999999999990188e-01    9.999999999984779e-01    1.000000000000579e+00   -2.441866153723993e-13   -5.928590951498336e-14    8.661994732594991e-14    1.543404844353966e+03
 1.440000000000000e+00    9.999999999990116e-01    9.999999999984714e-01    1.000000000000577e+00   -2.417302469304161e-13    4.506811590587745e-14   -1.051686949332664e-13    1.543404844353966e+03
 1.450000000000000e+00    9.999999999990047e-01    9.999999999984660e-01    1.000000000000578e+00   -2.397422538269467e-13   -3.082950561505982e-14    1.255499610525179e-13    1.543404844353965e+03
 1.460000000000000e+00    9.999999999989962e-01    9.999999999984607e-01    1.000000000000576e+00   -2.383059027888379e-13    1.562985851855103e-14   -1.480062817096894e-13    1.543404844353965e+03
 1.470000000000000e+00    9.999999999989901e-01    9.999999999984551e-01    1.000000000000574e+00   -2.367238349787470e-13   -1.734723475976807e-17    1.729970333652631e-13    1.543404844353965e+03
 1.480000000000000e+00    9.999999999989840e-01    9.999999999984501e-01    1.000000000000572e+00   -2.353534034327254e-13   -1.571746205408786e-14   -2.006392285387043e-13    1.543404844353965e+03
 1.490000000000000e+00    9.999999999989777e-01    9.999999999984469e-01    1.000000000000570e+00   -2.329560155889254e-13    3.145140398119750e-14    2.300500149534854e-13    1.543404844353965e+03
 1.500000000000000e+00    9.999999999989722e-01    9.999999999984427e-01    1.000000000000566e+00   -2.303955637383837e-13   -4.706998679715468e-14   -2.616099069145672e-13    1.543404844353964e+03
